# Material Designer imported-tree preservation inventory
# Generated from the committed index, pinned upstream manifest, MODIFICATIONS.md, and Git history.
# kind	path	local-mode	local-oid	upstream-mode	upstream-oid	owner-commit
oid-different	tools/pack/tests/node-pty-runtime.test.ts	100644	21a8e8b8a2e405ed535600308b1b3bbd64613a96	100644	aaab4bc08d2871d45b2ba5a9ac58c462f3fab9c3	5ef73934884da860b6f53bcd7cd495977b7e1f6a
oid-different	tools/pack/tests/package-source-hash.test.ts	100644	7f2893ad0fda55fd380e9c840c7aab8b281def56	100644	dda0168a9fab2f9b67637aa1bc91111d453a7ace	5ef73934884da860b6f53bcd7cd495977b7e1f6a
oid-different	tools/pack/tests/web-sourcemaps.test.ts	100644	f57b88219e2910ff6e86a83a20ca18584efbb01f	100644	491ba9a4a84ab12cf6cf826d3f0331128430adab	5ef73934884da860b6f53bcd7cd495977b7e1f6a
oid-different	tools/pack/tests/win-app.test.ts	100644	ea76557a4d3e7539f26e4c8f63870354b5dc93d8	100644	84ef1e143080fa8de961414cfd75aeb1c5cea36f	98e43e560e57f992c088c85beb013d38d1762ca7
oid-different	tools/pack/tests/win-custom-installer.test.ts	100644	0528d23fc5877f519475b9c0368f1a525966b66a	100644	4ac4d3f412d7b1126d02cb9a1f1d4f17a0a6ce55	98e43e560e57f992c088c85beb013d38d1762ca7
oid-different	tools/pack/tests/win-registry.test.ts	100644	71905a35cc18d7f8f20e29bdfe2eb80b562961cd	100644	343bfd6172773ad82ca6129703af594c441c6047	5ef73934884da860b6f53bcd7cd495977b7e1f6a
oid-different	tools/pack/tests/win-removal-plan.test.ts	100644	52d9487d1af70772d08ab7607276847c8dd2d3ef	100644	41ff4ac7c5841256df07465bddf55969edf05770	5ef73934884da860b6f53bcd7cd495977b7e1f6a
oid-different	tools/pack/tests/win-resources.test.ts	100644	dd3eb12f2890510322669728351852278221c851	100644	70b11389fba45d21af5e24937d710a162e169ba6	98e43e560e57f992c088c85beb013d38d1762ca7
oid-different	tools/pack/tests/win-size-index.test.ts	100644	1dd1fbd7c4f917b0ad1431e15b8076553cd1c06d	100644	97e4805ff891f9dcc253e06ab9046134e02b0472	5ef73934884da860b6f53bcd7cd495977b7e1f6a
oid-different	tools/pack/tests/workspace-build.test.ts	100644	b44bb89c3381389709265ce8704c07f51a7ed28c	100644	5d72ff7b28602c1b1503c36fdaa218d0277cc1f8	98e43e560e57f992c088c85beb013d38d1762ca7
oid-different	tools/pack/tsconfig.tests.json	100644	4579ff78a9f0f9fdf38a6497d692a4175b007d78	100644	0faa51bc5d6e61815e08ce8e10d9046ccbaa5504	5ef73934884da860b6f53bcd7cd495977b7e1f6a
oid-different	tools/pack/vitest.config.ts	100644	fff333458ad66baf940aa5d1dbb59089d749e4a2	100644	8a5459f9a625705a91b9d263d9452f262b783880	98e43e560e57f992c088c85beb013d38d1762ca7
oid-different	tools/release/package.json	100644	8241a86a25b7f799e2c98df163f75ef7fadb80cf	100644	251cab1bf2608e9987185ad5691d3e8f97f5772b	98e43e560e57f992c088c85beb013d38d1762ca7
